substance name,half life [day],target class,chemical class,plant class,SMILES,is_valid
cyanazine,2.51,herbicide,triazine,weeds,CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N,True
cyanazine,2.65,herbicide,triazine,weeds,CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N,True
cyanazine,3.07,herbicide,triazine,weeds,CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N,True
cyanazine,3.3,herbicide,triazine,weeds,CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N,True
cyanazine,3.35,herbicide,triazine,weeds,CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N,True
cyanazine,5.5,herbicide,triazine,weeds,CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N,True
cyanazine,5.55,herbicide,triazine,weeds,CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N,True
cyanazine,5.98,herbicide,triazine,weeds,CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N,True
cyanofenphos,14.0,insecticide,organophosphate,vegetables,CCOP(=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)C#N,True
cyanophos,1.0,insecticide,organophosphate,vegetables,COP(=S)(OC)OC1=CC=C(C=C1)C#N,True
cyantraniliprole,7.2,insecticide,diamide,leafy crops,CC1=CC(=CC(=C1NC(=O)C2=CC(=NN2C3=C(C=CC=N3)Cl)Br)C(=O)NC)C#N,True
cyantraniliprole,8.9,insecticide,diamide,leafy crops,CC1=CC(=CC(=C1NC(=O)C2=CC(=NN2C3=C(C=CC=N3)Cl)Br)C(=O)NC)C#N,True
cyantraniliprole,3.5,insecticide,diamide,cereals,CC1=CC(=CC(=C1NC(=O)C2=CC(=NN2C3=C(C=CC=N3)Cl)Br)C(=O)NC)C#N,True
cyazofamid,3.0,fungicide,cyanoimidazole,ornamentals,CC1=CC=C(C=C1)C2=C(N=C(N2S(=O)(=O)N(C)C)C#N)Cl,True
cyazofamid,18.0,fungicide,cyanoimidazole,ornamentals,CC1=CC=C(C=C1)C2=C(N=C(N2S(=O)(=O)N(C)C)C#N)Cl,True
cyazofamid,19.0,fungicide,cyanoimidazole,ornamentals,CC1=CC=C(C=C1)C2=C(N=C(N2S(=O)(=O)N(C)C)C#N)Cl,True
cycloheximide,0.98,fungicide,unclassified,fruits,CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C,True
cycloheximide,1.0,fungicide,unclassified,fruits,CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C,True
cycloheximide,1.2,fungicide,unclassified,fruits,CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C,True
cycloheximide,1.26,fungicide,unclassified,fruits,CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C,True
cycloprate,21.0,acaricide,unclassified,fruits,CCCCCCCCCCCCCCCCOC(=O)C1CC1,True
cycloprate,23.0,acaricide,unclassified,fruits,CCCCCCCCCCCCCCCCOC(=O)C1CC1,True
cycloprate,28.0,acaricide,unclassified,fruits,CCCCCCCCCCCCCCCCOC(=O)C1CC1,True
cycloprate,2.0,acaricide,unclassified,fruits,CCCCCCCCCCCCCCCCOC(=O)C1CC1,True
cycloprate,8.0,acaricide,unclassified,fruits,CCCCCCCCCCCCCCCCOC(=O)C1CC1,True
cyfluthrin,0.86,insecticide,pyrethroid,leafy crops,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,1.03,insecticide,pyrethroid,leafy crops,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,2.01,insecticide,pyrethroid,leafy crops,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,2.79,insecticide,pyrethroid,leafy crops,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,5.3,insecticide,pyrethroid,leafy crops,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,6.5,insecticide,pyrethroid,leafy crops,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,1.47,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,1.91,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,1.91,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,2.66,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,3.34,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,4.01,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,1.39,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,1.56,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,1.74,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,2.41,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,4.65,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,4.8,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,0.15,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,0.92,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,1.6,insecticide,pyrethroid,leafy crops,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,1.9,insecticide,pyrethroid,leafy crops,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,3.1,insecticide,pyrethroid,leafy crops,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,3.5,insecticide,pyrethroid,leafy crops,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,3.9,insecticide,pyrethroid,leafy crops,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,4.3,insecticide,pyrethroid,leafy crops,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,2.4,insecticide,pyrethroid,fruits,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,2.6,insecticide,pyrethroid,fruits,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,4.2,insecticide,pyrethroid,herbs,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,5.0,insecticide,pyrethroid,herbs,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,0.68,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,0.91,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,1.07,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,1.54,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,0.39,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,1.45,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,1.21,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,1.4,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,1.61,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,1.71,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,1.76,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,1.8,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,1.9,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,2.05,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,2.07,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,2.18,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyfluthrin,1.42,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cyhalofop-butyl,8.66,herbicide,aryloxyphenoxypropionate,weeds,CCCCOC(=O)C(C)OC1=CC=C(C=C1)OC2=C(C=C(C=C2)C#N)F,True
cyhalofop-butyl,2.05,herbicide,aryloxyphenoxypropionate,cereals,CCCCOC(=O)C(C)OC1=CC=C(C=C1)OC2=C(C=C(C=C2)C#N)F,True
cyhalothrin,1.78,insecticide,pyrethroid,fruits,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,True
cyhalothrin,2.18,insecticide,pyrethroid,fruits,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,True
cyhalothrin,2.46,insecticide,pyrethroid,fruits,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,True
cyhalothrin,3.49,insecticide,pyrethroid,fruits,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,True
cyhalothrin,3.5,insecticide,pyrethroid,fruits,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,True
cyhalothrin,3.65,insecticide,pyrethroid,fruits,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,True
cyhalothrin,5.5,insecticide,pyrethroid,fruits,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,True
cyhalothrin,5.93,insecticide,pyrethroid,fruits,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,True
cyhalothrin,6.6,insecticide,pyrethroid,fruits,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,True
cyhalothrin,6.62,insecticide,pyrethroid,fruits,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,True
cyhalothrin,6.67,insecticide,pyrethroid,fruits,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,True
cyhalothrin,6.73,insecticide,pyrethroid,fruits,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,True
cyhalothrin,6.77,insecticide,pyrethroid,fruits,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,True
cyhalothrin,6.79,insecticide,pyrethroid,fruits,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,True
cyhalothrin,8.35,insecticide,pyrethroid,fruits,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,True
cyhalothrin,8.9,insecticide,pyrethroid,fruits,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,True
cyhalothrin,11.28,insecticide,pyrethroid,fruits,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,True
cyhalothrin,19.86,insecticide,pyrethroid,fruits,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,True
cyhalothrin,1.6,insecticide,pyrethroid,leafy crops,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,True
cyhalothrin,3.7,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,True
cyhalothrin,3.7,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,True
cyhalothrin,2.9,insecticide,pyrethroid,leafy crops,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,True
cyhalothrin,3.4,insecticide,pyrethroid,fruits,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,True
cyhalothrin,3.4,insecticide,pyrethroid,fruits,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,True
cyhalothrin,4.3,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,True
cyhalothrin,5.0,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,True
cyhalothrin,3.4,insecticide,pyrethroid,leafy crops,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,True
cyhalothrin,10.2,insecticide,pyrethroid,leafy crops,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,True
cyhalothrin,10.4,insecticide,pyrethroid,leafy crops,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,True
cymoxanil,1.08,fungicide,cyanoacetamide oxime,root crops,CCNC(=O)NC(=O)C(=NOC)C#N,True
cymoxanil,1.3,fungicide,cyanoacetamide oxime,root crops,CCNC(=O)NC(=O)C(=NOC)C#N,True
cypermethrin,10.6,insecticide,pyrethroid,fruits,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,12.8,insecticide,pyrethroid,fruits,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,1.97,insecticide,pyrethroid,leafy crops,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,2.25,insecticide,pyrethroid,leafy crops,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,2.3,insecticide,pyrethroid,leafy crops,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,2.6,insecticide,pyrethroid,leafy crops,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,13.1,insecticide,pyrethroid,leafy crops,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,1.5,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,2.1,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,2.79,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,3.5,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,3.63,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,4.24,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,1.32,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,2.5,insecticide,pyrethroid,leafy crops,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,2.9,insecticide,pyrethroid,leafy crops,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,3.5,insecticide,pyrethroid,leafy crops,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,4.9,insecticide,pyrethroid,leafy crops,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,0.69,insecticide,pyrethroid,other,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,0.71,insecticide,pyrethroid,other,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,3.7,insecticide,pyrethroid,other,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,4.6,insecticide,pyrethroid,other,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,5.8,insecticide,pyrethroid,other,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,7.9,insecticide,pyrethroid,other,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,2.85,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,1.16,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,1.18,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,1.88,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,2.15,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,2.19,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,2.2,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,2.31,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,2.9,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,3.27,insecticide,pyrethroid,vegetables,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,1.6,insecticide,pyrethroid,forest trees,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,1.61,insecticide,pyrethroid,forest trees,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,1.65,insecticide,pyrethroid,forest trees,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,2.19,insecticide,pyrethroid,forest trees,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,2.41,insecticide,pyrethroid,forest trees,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,2.57,insecticide,pyrethroid,forest trees,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,2.65,insecticide,pyrethroid,forest trees,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,2.72,insecticide,pyrethroid,forest trees,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,2.74,insecticide,pyrethroid,forest trees,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,2.81,insecticide,pyrethroid,forest trees,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,2.94,insecticide,pyrethroid,forest trees,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,3.61,insecticide,pyrethroid,forest trees,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,4.68,insecticide,pyrethroid,forest trees,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,6.46,insecticide,pyrethroid,forest trees,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,7.31,insecticide,pyrethroid,forest trees,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,8.8,insecticide,pyrethroid,forest trees,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,8.9,insecticide,pyrethroid,forest trees,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,9.1,insecticide,pyrethroid,forest trees,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
cypermethrin,10.0,insecticide,pyrethroid,forest trees,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True
